id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
#meta +id,#meta +code,#loc +airport +type,#loc +airport +name,#geo +lat,#geo +lon,#geo +elevation +ft,#region +continent +code,#country +name,#country +code +iso2,#adm1 +name,#adm1 +code +iso,#adm1 +code +local,#loc +municipality +name,#status +scheduled,#loc +airport +code +gps,#loc +airport +code +iata,#loc +airport +code +local,#meta +url +airport,#meta +url +wikipedia,#meta +keywords,#meta +score,#date +updated
41098,CA-0159,small_airport,Pontiac Airpark,45.52972642,-76.16735458,216,NA,Canada,CA,Quebec,CA-QC,QC,Pontiac,0,CPN2,,,http://pontiacairpark.com/,,pn2,50,2010-12-24T16:46:27+00:00
320483,CPC2,small_airport,Port Carling Airport,45.093001,-79.597301,857,NA,Canada,CA,Ontario,CA-ON,ON,Port Carling,0,CPC2,,CPC2,,https://en.wikipedia.org/wiki/Port_Carling_Aerodrome,,50,2016-09-24T11:33:35+00:00
1408,CPG6,small_airport,Port Elgin (Pryde Field) Airport,44.45890045,-81.37969971,661,NA,Canada,CA,Ontario,CA-ON,ON,Port Elgin,0,CPG6,,CPG6,,https://en.wikipedia.org/wiki/Port_Elgin_(Pryde_Field)_Airport,PG6,50,2008-06-13T14:30:04+00:00
313805,CTN7,small_airport,Canton Aerodrome,44.002807,-78.361816,520,NA,Canada,CA,Ontario,CA-ON,ON,Port Hope,0,CTN7,,,,https://en.wikipedia.org/wiki/Canton_Aerodrome,,50,2022-08-16T22:00:28+00:00
644,CAT5,small_airport,Port Mcneill Airport,50.57559967,-127.0289993,225,NA,Canada,CA,British Columbia,CA-BC,BC,Port Mcneill,0,CAT5,YMP,CAT5,,https://en.wikipedia.org/wiki/Port_McNeill_Airport,AT5,50,2015-03-13T14:18:07+00:00
314444,CPP3,small_airport,Port Perry / Hoskin Airport,44.061667,-78.885002,900,NA,Canada,CA,Ontario,CA-ON,ON,Port Perry,0,CPP3,,CPP3,,https://en.wikipedia.org/wiki/Port_Perry/Hoskin_Aerodrome,,50,2016-09-24T11:57:58+00:00
337171,CA-0712,small_airport,Pine Point Airfield,44.155585,-78.864863,,NA,Canada,CA,Ontario,CA-ON,ON,Port Perry,0,,,,,,,50,2020-11-10T13:44:58+00:00
1154,CJZ2,small_airport,Portage La Prairie (North) Airport,49.99250031,-98.30310059,860,NA,Canada,CA,Manitoba,CA-MB,MB,Portage La Prairie,0,CJZ2,,CJZ2,,https://en.wikipedia.org/wiki/Portage_La_Prairie_(North)_Airport,JZ2,50,2008-06-13T14:30:04+00:00
1514,CSF3,small_airport,Poste Montagnais (Mile 134) Airport,51.8885994,-65.71499634,1987,NA,Canada,CA,Quebec,CA-QC,QC,Poste Montagnais,0,CSF3,,CSF3,,https://en.wikipedia.org/wiki/Poste_Montagnais_(Mile_134)_Airport,SF3,50,2008-06-13T14:30:04+00:00
320488,CPV9,small_airport,Poverty Valley Airport,50.038096,-107.255051,2589,NA,Canada,CA,Saskatchewan,CA-SK,SK,Poverty Valley,0,CPV9,,CPV9,,https://en.wikipedia.org/wiki/Poverty_Valley_Aerodrome,,50,2016-09-24T13:31:02+00:00
686,CBH4,small_airport,Prairie Creek Airport,61.56470108,-124.8150024,2950,NA,Canada,CA,Northwest Territories,CA-NT,NT,Prairie Creek,0,CBH4,,CBH4,,https://en.wikipedia.org/wiki/Prairie_Creek_Airport,BH4,50,2008-06-13T14:30:04+00:00
39943,CA-0297,small_airport,Primrose Airport,55.390002,-111.1198,2307,NA,Canada,CA,Alberta,CA-AB,AB,Primrose,0,CFN6,,CFN6,,https://en.wikipedia.org/wiki/Primrose_Aerodrome,FN6,50,2016-09-24T14:07:34+00:00
329455,CA-0708,small_airport,Fawcettville Airfield,44.034448,-77.147112,,NA,Canada,CA,Ontario,CA-ON,ON,Prince Edward,0,,,,,,,50,2018-10-14T20:33:46+00:00
300322,CA-0507,small_airport,Rednersville / Aery,44.105299,-77.459149,390,NA,Canada,CA,Ontario,CA-ON,ON,Prince Edward County,0,CRA3,,,,,,50,2020-11-10T13:38:42+00:00
46634,CA-0451,small_airport,Prichard Airstrip,50.65947308,-119.7937202,,NA,Canada,CA,British Columbia,CA-BC,BC,Pritchard,0,,,,,,,50,2011-12-29T12:36:16+00:00
46493,CSL7,small_airport,Odessa / Strawberry Lakes Airstrip,50.36451775,-103.7408066,2160,NA,Canada,CA,Saskatchewan,CA-SK,SK,Qu'Appelle,0,CSL7,,CSL7,http://www.soar.regina.sk.ca/,,SL7,50,2010-09-27T22:55:06+00:00
1282,CML2,small_airport,Quamichan Lake (Raven Field) Airport,48.81190109,-123.651001,130,NA,Canada,CA,British Columbia,CA-BC,BC,Quamichan Lake,0,CML2,,CML2,,https://en.wikipedia.org/wiki/Quamichan_Lake_(Raven_Field)_Airport,ML2,50,2008-06-13T14:30:04+00:00
320492,CRA2,small_airport,Rollick Airpark,44.1406,-79.484802,726,NA,Canada,CA,Ontario,CA-ON,ON,Queensville,0,CRA2,,CRA2,,https://en.wikipedia.org/wiki/Queensville_(Rollick_Airpark)_Aerodrome,,50,2016-09-24T16:47:58+00:00
691,CBK6,small_airport,Quesnel Lake Airport,52.51499939,-121.0449982,2500,NA,Canada,CA,British Columbia,CA-BC,BC,Quesnel Lake,0,CBK6,,CBK6,,https://en.wikipedia.org/wiki/Quesnel_Lake_Airport,BK6,50,2008-06-13T14:30:04+00:00
721,CBT6,small_airport,Quilchena Airport,50.1618896,-120.5077457,2100,NA,Canada,CA,British Columbia,CA-BC,BC,Quilchena,0,CBT6,,CBT6,,https://en.wikipedia.org/wiki/Quilchena_Airport,BT6,50,2011-01-08T19:05:35+00:00
1176,CKF2,small_airport,Radville Airport,49.46060181,-104.2720032,2067,NA,Canada,CA,Saskatchewan,CA-SK,SK,Radville,0,CKF2,,CKF2,,https://en.wikipedia.org/wiki/Radville_Airport,KF2,50,2008-06-13T14:30:04+00:00
350934,CA-0773,small_airport,Red Bay Airport,51.73592,-56.42469,49,NA,Canada,CA,Newfoundland and Labrador,CA-NL,NL,Red Bay,0,,,,,,,50,2021-12-22T12:53:57+00:00
1205,CKL9,small_airport,Regina Beach Airport,50.75279999,-104.9789963,1850,NA,Canada,CA,Saskatchewan,CA-SK,SK,Regina Beach,0,CKL9,,CKL9,,https://en.wikipedia.org/wiki/Regina_Beach_Airport,KL9,50,2008-06-13T14:30:04+00:00
320595,CFX5,small_airport,Clarence and Abel Swallow Airport,52.730001,-72.221001,1560,NA,Canada,CA,Quebec,CA-QC,QC,Renard Diamond Mine,0,CFX5,,CFX5,,,,50,2016-10-01T06:02:57+00:00
1495,CRP2,small_airport,R.M. of Pipestone Airport,49.58060074,-101.0530014,1488,NA,Canada,CA,Manitoba,CA-MB,MB,Reston,0,CRP2,,CRP2,,https://en.wikipedia.org/wiki/Reston/R.M._of_Pipestone_Airport,RP2,50,2008-07-13T21:58:16+00:00
320662,CRM3,small_airport,Richelieu/Messier Airport,45.3779,-73.2267,118,NA,Canada,CA,Quebec,CA-QC,QC,Richelieu,0,CRM3,,CRM3,,https://en.wikipedia.org/wiki/Richelieu/Messier_Aerodrome,,50,2016-10-06T19:51:20+00:00
317280,CA-0564,small_airport,Carnie Airfield,42.424644,-81.865847,750,NA,Canada,CA,Ontario,CA-ON,ON,Ridgetown,0,CRN2,,CRN2,,https://en.wikipedia.org/wiki/Ridgetown_(Carnie_Airfield)_Aerodrome,,50,2021-10-14T14:25:32+00:00
1493,CRM2,small_airport,Riding Mountain Airport,50.57360077,-99.36139679,1016,NA,Canada,CA,Manitoba,CA-MB,MB,Riding Mountain,0,CRM2,,CRM2,,https://en.wikipedia.org/wiki/Riding_Mountain_Airport,RM2,50,2008-06-13T14:30:04+00:00
935,CFC7,small_airport,Rimbey Airport,52.681561,-114.236518,2963,NA,Canada,CA,Alberta,CA-AB,AB,Rimbey,0,CFC7,,CFC7,,https://en.wikipedia.org/wiki/Rimby_Airport,FC7,50,2022-06-14T13:49:08+00:00
355514,CA-0793,small_airport,Clyak River Airport,51.885622,-127.353264,30,NA,Canada,CA,British Columbia,CA-BC,BC,Rivers Inlet,0,,,,,,,50,2022-07-08T13:58:32+00:00
1182,CKG2,small_airport,Riverton Airport,50.971805,-96.998889,725,NA,Canada,CA,Manitoba,CA-MB,MB,Riverton,0,CKG2,,CKG2,,https://en.wikipedia.org/wiki/Riverton_Airport,KG2,50,2021-03-30T14:21:49+00:00
1483,CRB5,small_airport,Rivière Bell Aerodrome,49.07889938,-62.23690033,89,NA,Canada,CA,Quebec,CA-QC,QC,Rivière Bell,0,CRB5,,CRB5,,https://en.wikipedia.org/wiki/Rivi%C3%A8re_Bell_Aerodrome,RB5,50,2013-08-03T18:17:02+00:00
338033,CA-0718,small_airport,Rivière-au-Tonnerre Airport,50.27711,-64.75477,,NA,Canada,CA,Quebec,CA-QC,QC,Rivière-au-Tonnerre,0,,,YTN,,,,50,2020-12-23T09:41:00+00:00
309272,CA-0526,small_airport,Rivière-aux-Saumons Aerodrome (Private Operator: Safari Anticosti),49.401389,-62.295278,369,NA,Canada,CA,Quebec,CA-QC,QC,Rivière-aux-Saumons,0,CTH7,,CTH7,,https://en.wikipedia.org/wiki/Rivi%C3%A8re-aux-Saumons_Aerodrome,,50,2013-08-03T18:16:27+00:00
300230,crt2,small_airport,Rivière Témiscamie (Air Roberval Ltée) Airport,51.009247,-72.983594,1300,NA,Canada,CA,Quebec,CA-QC,QC,Roberval,0,CRT2,,CRT2,http://www.airroberval.com/,,,50,2016-10-06T20:14:38+00:00
1166,CKC7,small_airport,Rockglen Airport,49.16669846,-105.9329987,2700,NA,Canada,CA,Saskatchewan,CA-SK,SK,Rockglen,0,CKC7,,CKC7,,https://en.wikipedia.org/wiki/Rockglen_Airport,KC7,50,2008-06-13T14:30:04+00:00
320663,CEB4,small_airport,Rockyford/Early Bird Air Airport,51.1777,-113.2791,2876,NA,Canada,CA,Alberta,CA-AB,AB,Rockyford,0,CEB4,,CEB4,,https://en.wikipedia.org/wiki/Rockyford/Early_Bird_Air_Aerodrome,,50,2016-10-06T20:33:17+00:00
1458,CPU3,small_airport,Rodney (New Glasgow) Airport,42.531932,-81.605937,670,NA,Canada,CA,Ontario,CA-ON,ON,Rodney,0,CPU3,,CPU3,,https://en.wikipedia.org/wiki/Rodney_(New_Glasgow)_Airport,PU3,50,2021-10-22T16:57:43+00:00
1171,CKD7,small_airport,Roland (Graham Field) Airport,49.40829849,-97.99060059,865,NA,Canada,CA,Manitoba,CA-MB,MB,Roland,0,CKD7,,CKD7,,https://en.wikipedia.org/wiki/Roland_(Graham_Field)_Airport,KD7,50,2008-06-13T14:30:04+00:00
1620,CTY5,small_airport,Rougemont Airport,45.43830109,-73.03780365,80,NA,Canada,CA,Quebec,CA-QC,QC,Rougemont,0,CTY5,,CTY5,,https://en.wikipedia.org/wiki/Rougemont_Airport,TY5,50,2008-06-13T14:30:04+00:00
651,CAV9,small_airport,Oak Hammock Air Park,50.142053,-97.061148,755,NA,Canada,CA,Manitoba,CA-MB,MB,Saint Andrews,0,CAV9,,CAV9,,https://en.wikipedia.org/wiki/Oak_Hammock_Air_Park_Airport,AV9,50,2021-03-30T14:07:37+00:00
506547,CA-0839,small_airport,Île Sainte-Marguerite Airport,47.03173,-70.62571,23,NA,Canada,CA,Quebec,CA-QC,QC,Saint-Antoine-de-l'Isle-aux-Grues,0,,,,,,,50,2023-02-13T06:59:58+00:00
506548,CA-0840,small_airport,Grosse-Île Airport,47.03378,-70.65994,13,NA,Canada,CA,Quebec,CA-QC,QC,Saint-Antoine-de-l'Isle-aux-Grues,0,,,,,,,50,2023-02-13T07:02:04+00:00
339349,CAA4,small_airport,Saint-Apollinaire (Airpro) Aerodrome,46.586944,-71.561111,380,NA,Canada,CA,Quebec,CA-QC,QC,Saint-Apollinaire,0,CAA4,,CAA4,,https://en.wikipedia.org/wiki/Saint-Apollinaire_(Airpro)_Aerodrome,,50,2021-01-12T19:14:42+00:00
353693,CA-0056,small_airport,Saint-Bernard-de-Lacolle Airport,45.03072,-73.41959,299,NA,Canada,CA,Quebec,CA-QC,QC,Saint-Bernard-de-Lacolle,0,,,,,,,50,2022-03-23T13:36:09+00:00
28477,CA-0002,small_airport,Pourvoirie Joncas Airstrip,47.10540009,-77.63110352,,NA,Canada,CA,Quebec,CA-QC,QC,Saint-Lazare,0,,,,,,,50,2009-08-13T11:59:43+00:00
806,CDC4,small_airport,Saint-Quentin Airport,47.521099,-67.421097,875,NA,Canada,CA,New Brunswick,CA-NB,NB,Saint-Quentin,0,CDC4,,CDC4,,https://en.wikipedia.org/wiki/St-Quentin_Airport,DC4,50,2022-03-04T22:05:17+00:00
1565,CSU4,closed,Sainte-Lucie-de-Beauregard Airport,46.740799,-70.032501,1212,NA,Canada,CA,Quebec,CA-QC,QC,Sainte-Lucie-de-Beauregard,0,,,,,https://en.wikipedia.org/wiki/Ste-Lucie-De-Beauregard_Airport,"SU4, CSU4, CSU4",50,2020-12-23T10:17:34+00:00
652,CAW3,small_airport,Scum Lake Airport,51.795375,-123.5816,3950,NA,Canada,CA,British Columbia,CA-BC,BC,Scum Lake,0,CAW3,,CAW3,,https://en.wikipedia.org/wiki/Scum_Lake_Airport,AW3,50,2021-02-12T01:02:05+00:00
43330,CTK7,small_airport,Selkirk / Kindy Airstrip,42.851112,-79.879166,686,NA,Canada,CA,Ontario,CA-ON,ON,Selkirk,0,CTK7,,TK7,,,,50,2021-10-14T20:35:17+00:00
320693,CJA2,small_airport,Selkirk Airport,42.8068,-79.9768,592,NA,Canada,CA,Ontario,CA-ON,ON,Selkirk,0,CJA2,,CJA2,,https://en.wikipedia.org/wiki/Selkirk_Aerodrome,,50,2016-10-07T18:49:06+00:00
1603,CTK2,small_airport,Senneterre Airport,48.34059906,-77.18109894,1106,NA,Canada,CA,Quebec,CA-QC,QC,Senneterre,0,CTK2,,CTK2,,https://en.wikipedia.org/wiki/Senneterre_Airport,TK2,50,2008-06-13T14:30:04+00:00
766,CCM3,small_airport,Sevogle Airport,47.190179,-66.158123,1350,NA,Canada,CA,New Brunswick,CA-NB,NB,Sevogle,0,CCM3,,CCM3,,https://en.wikipedia.org/wiki/Sevogle_Airport,CM3,50,2022-09-28T13:06:44+00:00
298629,CA-0453,small_airport,Sheridan Lake Airstrip,51.49549222,-120.8357906,,NA,Canada,CA,British Columbia,CA-BC,BC,Sheridan Lake,0,,,,,,,50,2011-06-14T11:24:44+00:00
348848,CA-0759,small_airport,Smooth Rock Falls Airport,49.26123,-81.6641,778,NA,Canada,CA,Ontario,CA-ON,ON,Smooth Rock Falls,0,,,,,,,50,2021-10-17T11:30:12+00:00
1531,CSK6,small_airport,Snap Lake Airport,63.593601,-110.905998,1557,NA,Canada,CA,Northwest Territories,CA-NT,NT,Snap Lake Mine,0,CSK6,YNX,CSK6,,https://en.wikipedia.org/wiki/Snap_Lake_Airport,SK6,50,2016-04-29T12:57:48+00:00
909,CEV9,small_airport,Snare River Airport,63.43330002,-116.1829987,700,NA,Canada,CA,Northwest Territories,CA-NT,NT,Snare River,0,CEV9,,CEV9,,https://en.wikipedia.org/wiki/Snare_River_Airport,EV9,50,2008-06-13T14:30:04+00:00
1065,CJE4,small_airport,Snow Lake Airport,54.89720154,-99.81890106,993,NA,Canada,CA,Manitoba,CA-MB,MB,Snow Lake,0,CJE4,,CJE4,,https://en.wikipedia.org/wiki/Snow_Lake_Airport,JE4,50,2008-06-13T14:30:04+00:00
1167,CKC8,small_airport,Somerset Airport,49.40029907,-98.69249725,1563,NA,Canada,CA,Manitoba,CA-MB,MB,Somerset,0,CKC8,,CKC8,,https://en.wikipedia.org/wiki/Somerset_Airport_(Manitoba),KC8,50,2008-06-13T14:30:04+00:00
349351,CA-0771,small_airport,Arctic Watch Lodge Airport,74.065757,-93.785965,,NA,Canada,CA,Nunavut,CA-NU,NU,Somerset Island,0,CRW4,,RW4,,,,50,2021-10-30T01:33:13+00:00
811,CDH3,small_airport,Finlay Air Park,43.959239,-65.998429,145,NA,Canada,CA,Nova Scotia,CA-NS,NS,South Ohio,0,CDH3,,CDH3,,https://en.wikipedia.org/wiki/Finlay_Air_Park,DH3,50,2022-03-04T22:28:16+00:00
1160,CKA9,small_airport,Southend Airport / Hans Ulricksen Field,56.3372,-103.292999,1120,NA,Canada,CA,Saskatchewan,CA-SK,SK,Southend,0,CKA9,,CKA9,,https://en.wikipedia.org/wiki/Southend_Airport_(Saskatchewan),KA9,50,2017-01-09T19:04:57+00:00
1187,CKH7,small_airport,Spiritwood Airport,53.36330032,-107.5479965,1915,NA,Canada,CA,Saskatchewan,CA-SK,SK,Spiritwood,0,CKH7,,CKH7,,https://en.wikipedia.org/wiki/Spiritwood_Airport,KH7,50,2008-06-13T14:30:04+00:00
1216,CKP2,small_airport,Spring Valley (North) Airport,50.06000137,-105.4020004,2200,NA,Canada,CA,Saskatchewan,CA-SK,SK,Spring Valley,0,CKP2,,CKP2,,https://en.wikipedia.org/wiki/Spring_Valley_(North)_Airport,KP2,50,2008-06-13T14:30:04+00:00
1217,CKQ2,small_airport,Squaw Rapids Airport,53.67860031,-103.3499985,1040,NA,Canada,CA,Saskatchewan,CA-SK,SK,Squaw Rapids,0,CKQ2,,CKQ2,,https://en.wikipedia.org/wiki/Squaw_Rapids_Airport,KQ2,50,2008-06-13T14:30:04+00:00
1611,CTQ6,small_airport,St-Anselme Airport,46.62189865,-70.95500183,560,NA,Canada,CA,Quebec,CA-QC,QC,St-Anselme,0,CTQ6,,CTQ6,,https://en.wikipedia.org/wiki/St-Anselme_Airport,TQ6,50,2008-06-13T14:30:04+00:00
1614,CTR6,small_airport,St-Basile (Marcotte) Airport,46.78359985,-71.82640076,300,NA,Canada,CA,Quebec,CA-QC,QC,St-Basile,0,CTR6,,CTR6,,https://en.wikipedia.org/wiki/St-Bas%C3%AEle_(Marcotte)_Airport,TR6,50,2008-06-13T14:30:04+00:00
46605,CES2,small_airport,St-Esprit Aerodrome,45.9144,-73.672395,192,NA,Canada,CA,Quebec,CA-QC,QC,St-Esprit,0,CES2,,CES2,,https://en.wikipedia.org/wiki/Saint-Esprit_Aerodrome,,50,2017-02-26T16:42:00+00:00
1542,CSN3,small_airport,St-Jérôme Airport,45.7803,-74.061897,550,NA,Canada,CA,Quebec,CA-QC,QC,St-Jérôme,0,CSN3,,CSN3,https://parachuteadrenaline.com/,https://en.wikipedia.org/wiki/St-J%C3%A9r%C3%B4me_Airport,SN3,50,2020-08-25T19:08:19+00:00
1562,CST7,small_airport,St-Lambert-De-Lauzon Airport,46.56029892,-71.18250275,475,NA,Canada,CA,Quebec,CA-QC,QC,St-Lambert-De-Lauzon,0,CST7,,CST7,,https://en.wikipedia.org/wiki/St-Lambert-de-Lauzon_Airport,ST7,50,2008-06-13T14:30:04+00:00
1549,CSP5,small_airport,St-Mathias Airport,45.50080109,-73.24169922,50,NA,Canada,CA,Quebec,CA-QC,QC,St-Mathias,0,CSP5,,CSP5,,https://en.wikipedia.org/wiki/St-Mathias_Airport,SP5,50,2008-06-13T14:30:04+00:00
1573,CSX5,small_airport,Grant Airport,45.47190094,-73.19940186,110,NA,Canada,CA,Quebec,CA-QC,QC,St-Mathias,0,CSX5,,CSX5,,https://en.wikipedia.org/wiki/St-Mathias/Grant_Airport,SX5,50,2008-06-13T14:30:04+00:00
320678,CMN3,small_airport,St-Michel-de-Napierville Airport,45.213804,-73.576,206,NA,Canada,CA,Quebec,CA-QC,QC,St-Michel-de-Napierville,0,CMN3,,CMN3,,https://en.wikipedia.org/wiki/Saint-Michel-de-Napierville_Aerodrome,,50,2016-10-07T07:47:12+00:00
320680,CPJ6,small_airport,St-Pierre-Jolys (Carl's Field),49.436,-96.927002,828,NA,Canada,CA,Manitoba,CA-MB,MB,St-Pierre-Jolys,0,CPJ6,,CPJ6,,https://en.wikipedia.org/wiki/St-Pierre-Jolys_(Carl%27s_Field)_Aerodrome,,50,2016-10-07T11:59:17+00:00
1536,CSL5,small_airport,St-Victor-De-Beauce Airport,46.11830139,-70.8891983,1100,NA,Canada,CA,Quebec,CA-QC,QC,St-Victor-De-Beauce,0,CSL5,,CSL5,,https://en.wikipedia.org/wiki/St-Victor-De-Beauce_Airport,SL5,50,2008-06-13T14:30:04+00:00
1194,CKK2,small_airport,St. Brieux Airport,52.65000153,-104.8669968,1780,NA,Canada,CA,Saskatchewan,CA-SK,SK,St. Brieux,0,CKK2,,CKK2,,https://en.wikipedia.org/wiki/St._Brieux_Airport,KK2,50,2008-06-13T14:30:04+00:00
940,CFE6,closed,St. Francis Airport,53.27560043,-114.4499969,2649,NA,Canada,CA,Alberta,CA-AB,AB,St. Francis,0,,,,,https://en.wikipedia.org/wiki/St._Francis_Airport,"FE6, CFE6, CFE6",50,2010-01-31T15:09:01+00:00
1159,CKA8,small_airport,St. François Xavier Airport,49.92440033,-97.54889679,798,NA,Canada,CA,Manitoba,CA-MB,MB,St. François Xavier,0,CKA8,,CKA8,,https://en.wikipedia.org/wiki/St._Fran%C3%A7ois_Xavier_Airport,KA8,50,2008-06-13T14:30:04+00:00
1543,CSN5,small_airport,Stanhope Airport,45.01572,-71.793888,1450,NA,Canada,CA,Quebec,CA-QC,QC,Stanhope,0,CSN5,,CSN5,,https://en.wikipedia.org/wiki/Stanhope_Airport,SN5,50,2022-03-24T20:50:57+00:00
1609,CTQ2,small_airport,Weller Airport,45.03440094,-72.03500366,1250,NA,Canada,CA,Quebec,CA-QC,QC,Stanstead,0,CTQ2,,CTQ2,,https://en.wikipedia.org/wiki/Stanstead/Weller_Airport,TQ2,50,2008-06-13T14:30:04+00:00
1191,CKJ7,small_airport,Starbuck Airport,49.706132,-97.677926,785,NA,Canada,CA,Manitoba,CA-MB,MB,Starbuck,0,CKJ7,,CKJ7,,https://en.wikipedia.org/wiki/Starbuck_Airport,KJ7,50,2021-03-30T15:56:58+00:00
299265,clv2,small_airport,Stayner (Clearview Field) Airport,44.404638,-80.147978,870,NA,Canada,CA,Ontario,CA-ON,ON,Stayner,0,CLV2,,CLV2,,https://en.wikipedia.org/wiki/Stayner_(Clearview_Field)_Aerodrome,,50,2016-10-07T20:00:46+00:00
807,CDD3,small_airport,Ste-Agnès-de-Dundee Airport,45.04750061,-74.34329987,160,NA,Canada,CA,Quebec,CA-QC,QC,Ste-Agnès-de-Dundee,0,CDD3,,CDD3,,https://en.wikipedia.org/wiki/Ste-Agn%C3%A8s-de-Dundee_Airport,DD3,50,2008-06-13T14:30:04+00:00
320671,CA-0653,small_airport,Aviation PLMG Inc Airport,46.8844,-75.3329,880,NA,Canada,CA,Quebec,CA-QC,QC,Ste-Anne-du-Lac,0,CAL8,,CAL8,,https://en.wikipedia.org/wiki/Sainte-Anne-du-Lac_(Aviation_PLMG_Inc.)_Aerodrome,,50,2016-10-07T06:03:26+00:00
1539,CSM4,closed,Ste-Julienne Airport,45.94079971,-73.72389984,280,NA,Canada,CA,Quebec,CA-QC,QC,Ste-Julienne,0,,,,,https://en.wikipedia.org/wiki/Ste-Julienne_Airport,"SM4, CSM4, CSM4",50,2014-03-27T14:27:23+00:00
1224,CKR3,closed,Ste. Rose du Lac Airport,51.040798,-99.494784,900,NA,Canada,CA,Manitoba,CA-MB,MB,Ste. Rose du Lac,0,,,,,https://en.wikipedia.org/wiki/Ste._Rose_du_Lac_Airport,CKR3,50,2022-08-19T14:26:29+00:00
1494,CRML,small_airport,Stoney Point (Le Cunff) Airport,42.29560089,-82.53500366,625,NA,Canada,CA,Ontario,CA-ON,ON,Stoney Point,0,CRML,,CRML,,https://en.wikipedia.org/wiki/Stoney_Point_(Le_Cunff)_Airport,RML,50,2008-06-13T14:30:04+00:00
1548,CSP3,small_airport,Stony Plain (Lichtner Farms) Airport,53.53749847,-114.0680008,2415,NA,Canada,CA,Alberta,CA-AB,AB,Stony Plain,0,CSP3,,CSP3,,https://en.wikipedia.org/wiki/Stony_Plain_(Lichtner_Farms)_Airport,SP3,50,2008-06-13T14:30:04+00:00
1153,CJY5,small_airport,Strathclair Airport,50.39609909,-100.4250031,1875,NA,Canada,CA,Manitoba,CA-MB,MB,Strathclair,0,CJY5,,CJY5,,https://en.wikipedia.org/wiki/Strathclair_Airport,JY5,50,2008-06-13T14:30:04+00:00
314226,CAP9,small_airport,Appleton Field,50.9904,-113.3703,3080,NA,Canada,CA,Alberta,CA-AB,AB,Strathmore,0,CAP9,,CAP9,,https://en.wikipedia.org/wiki/Strathmore_(Appleton_Field)_Aerodrome,,50,2015-04-03T14:05:16+00:00
1025,CFZ5,small_airport,Sundre / Goodwins Farm Airport,51.73980571,-114.6626008,3700,NA,Canada,CA,Alberta,CA-AB,AB,Sundre,0,CFZ5,,CFZ5,,https://en.wikipedia.org/wiki/Sundre/Goodwins_Farm_Airport,FZ5,50,2010-09-23T12:35:14+00:00
321389,CA-0677,small_airport,Intergalactic Aerodrome,49.020113,-122.732826,10,NA,Canada,CA,British Columbia,CA-BC,BC,Surrey,0,,,,https://www.facebook.com/Hazelmereairforce/,,Intergalactic Red Baron,50,2021-03-20T17:17:26+00:00
671,CBD5,closed,Takla Narrows Airport,55.16354887,-125.7061243,2380,NA,Canada,CA,British Columbia,CA-BC,BC,Takla Narrows,0,,,,,https://en.wikipedia.org/wiki/Takla_Narrows_Aerodrome,"BD5, CBD5, CBD5",50,2011-08-28T15:32:49+00:00
966,CFM6,small_airport,Teepee Airport,56.45940018,-114.1190033,2565,NA,Canada,CA,Alberta,CA-AB,AB,Teepee,0,CFM6,,CFM6,,https://en.wikipedia.org/wiki/Teepee_Airport,FM6,50,2008-06-13T14:30:04+00:00
700,CBM5,closed,Telegraph Creek Airport,57.914369,-131.125592,1100,NA,Canada,CA,British Columbia,CA-BC,BC,Telegraph Creek,0,,,,,https://en.wikipedia.org/wiki/Telegraph_Creek_Airport,"BM5, CBM5, YTX, CBM5",50,2022-05-14T18:53:40+00:00
311598,CHD4,small_airport,Thamesford (Harydale Farms),43.10833333,-81.01916667,1050,NA,Canada,CA,Ontario,CA-ON,ON,Thamesford,0,CHD4,,CHD4,,,,50,2014-04-09T00:05:53+00:00
352595,CA-0780,small_airport,Wabash Airport,42.57107,-82.05366,614,NA,Canada,CA,Ontario,CA-ON,ON,Thamesville,0,,,,,,,50,2022-02-10T16:10:05+00:00
320521,CML5,small_airport,Martin's Landing,48.2936,-89.543002,1115,NA,Canada,CA,Ontario,CA-ON,ON,Thunder Bay,0,CML5,,CML5,,https://en.wikipedia.org/wiki/Thunder_Bay_(Martin%E2%80%99s_Landing)_Aerodrome,,50,2016-09-25T21:46:23+00:00
692,CBK7,small_airport,Mile 422 (Alaska Highway) Airport,58.84939957,-125.2399979,2400,NA,Canada,CA,British Columbia,CA-BC,BC,Toad River,0,CBK7,,CBK7,,https://en.wikipedia.org/wiki/Toad_River/Mile_422_(Alaska_Highway)_Airport,BK7,50,2008-06-13T14:30:04+00:00
430648,CYKT,small_airport,Tranquille Valley Airfield,50.859547,-120.671132,,NA,Canada,CA,British Columbia,CA-BC,BC,Tranquille,0,CYKT,,,,,,50,2022-10-28T15:45:42+00:00
1237,CKU2,small_airport,Treherne Airport,49.6310997,-98.66639709,1200,NA,Canada,CA,Manitoba,CA-MB,MB,Treherne,0,CKU2,,CKU2,,https://en.wikipedia.org/wiki/Treherne_Airport,KU2,50,2008-06-13T14:30:04+00:00
1606,CTN6,small_airport,Treherne (South Norfolk Airpark) Airport,49.65969849,-98.66529846,1190,NA,Canada,CA,Manitoba,CA-MB,MB,Treherne,0,CTN6,,CTN6,,https://en.wikipedia.org/wiki/Treherne_(South_Norfolk_Airpark),TN6,50,2008-06-13T14:30:04+00:00
